codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00024,00036,00037,00050,00067
15,001,Confluencia,03663,074486,0,0,14,10,23,73,111,54
15,001,Confluencia,03663,074487,0,0,30,10,19,101,91,52
15,001,Confluencia,03663,074488,0,0,29,11,14,87,92,49
15,001,Confluencia,03663,074489,0,0,19,8,21,100,88,49
15,001,Confluencia,03663,074490,0,0,15,17,25,92,79,52
15,001,Confluencia,03663,074491,0,0,28,12,23,75,90,61
15,001,Confluencia,03663,074492,0,0,24,3,19,84,100,52
15,001,Confluencia,03663,074493,0,0,25,17,23,78,98,42
15,001,Confluencia,03663,074494,0,0,22,11,17,92,96,54
15,001,Confluencia,03663,074495,0,0,26,8,25,86,94,43
15,001,Confluencia,03663,074496,0,0,33,9,26,79,84,57
15,001,Confluencia,03663,074497,0,0,17,17,23,96,84,46
15,001,Confluencia,03663,074498,0,0,54,5,1,74,89,48
15,001,Confluencia,03663,074499,0,0,31,9,18,69,96,51
15,001,Confluencia,03663,074500,0,0,20,12,24,90,80,71
15,001,Confluencia,03663,074501,0,0,21,9,13,73,120,50
15,001,Confluencia,03663,074502,0,0,23,8,16,74,109,46
15,001,Confluencia,03663,074503,0,0,20,15,14,91,107,31
15,001,Confluencia,03663,074504,0,0,21,20,20,75,87,65
15,001,Confluencia,03663,074505,0,0,21,5,14,76,107,52
15,001,Confluencia,03663,074506,0,0,21,15,8,77,96,59
15,001,Confluencia,03663,101007,0,0,0,0,0,0,0,0
15,001,Confluencia,03663,101008,0,0,0,0,0,0,0,0
15,001,Confluencia,03663,101009,0,0,0,0,0,0,0,0
15,001,Confluencia,03663,101010,0,0,0,0,0,0,0,0
15,001,Confluencia,03664,074507,0,0,26,9,12,48,145,31
15,001,Confluencia,03664,074508,0,0,15,13,17,45,144,35
15,001,Confluencia,03664,074509,0,0,17,11,14,48,152,28
15,001,Confluencia,03664,074510,0,0,10,10,8,58,165,29
15,001,Confluencia,03664,074511,0,0,20,17,14,51,136,36
15,001,Confluencia,03664,074512,0,0,15,15,12,61,141,34
15,001,Confluencia,03664,101011,0,0,0,0,0,0,0,0
15,001,Confluencia,03665,074513,0,0,39,9,24,100,79,47
15,001,Confluencia,03665,074514,0,0,23,12,22,120,90,37
15,001,Confluencia,03665,074515,0,0,18,10,24,114,79,50
15,001,Confluencia,03665,074516,0,0,24,10,14,94,106,51
15,001,Confluencia,03665,074517,0,0,48,12,16,123,51,47
15,001,Confluencia,03665,074518,0,0,30,10,18,103,78,56
15,001,Confluencia,03665,074519,0,0,31,13,18,105,92,49
15,001,Confluencia,03665,074520,0,0,38,16,12,92,81,49
15,001,Confluencia,03665,074521,0,0,25,17,13,102,82,48
15,001,Confluencia,03665,074522,0,0,28,13,22,101,98,33
15,001,Confluencia,03665,074523,0,0,17,9,20,95,84,58
15,001,Confluencia,03665,074524,0,0,40,8,21,87,86,55
15,001,Confluencia,03665,074525,0,0,24,15,26,89,86,51
15,001,Confluencia,03665,074526,0,0,10,12,22,82,97,89
15,001,Confluencia,03665,074527,0,0,24,11,25,86,84,56
15,001,Confluencia,03665,074528,0,0,20,14,18,127,74,50
15,001,Confluencia,03665,074529,0,0,25,15,25,106,82,38
15,001,Confluencia,03665,074530,0,0,4,11,22,89,82,51
15,001,Confluencia,03665,074531,0,0,31,11,27,96,65,53
15,001,Confluencia,03665,074532,0,0,27,16,23,105,82,39
15,001,Confluencia,03665,074533,0,0,32,12,17,90,82,58
15,001,Confluencia,03665,074534,0,0,32,11,15,112,75,39
15,001,Confluencia,03665,074535,0,0,40,13,20,113,83,41
15,001,Confluencia,03665,074536,0,0,35,14,11,87,101,46
15,001,Confluencia,03665,074537,0,0,19,16,20,101,87,53
15,001,Confluencia,03665,074538,0,0,40,5,22,94,86,46
15,001,Confluencia,03665,074539,0,0,21,13,21,124,71,53
15,001,Confluencia,03665,074540,0,0,1,9,15,104,84,39
15,001,Confluencia,03665,074541,0,0,31,13,22,85,83,51
15,001,Confluencia,03665,074542,0,0,32,9,20,98,101,41
15,001,Confluencia,03665,074543,0,0,19,7,27,91,114,29
15,001,Confluencia,03665,074544,0,0,26,18,17,93,102,52
15,001,Confluencia,03665,074545,0,0,17,15,17,81,97,43
15,001,Confluencia,03665,074546,0,0,32,16,21,83,93,44
15,001,Confluencia,03665,074547,0,0,62,12,15,110,72,13
15,001,Confluencia,03665,074548,0,0,20,16,18,95,103,45
15,001,Confluencia,03665,074549,0,0,25,10,19,93,93,43
15,001,Confluencia,03665,074550,0,0,40,21,24,87,79,42
15,001,Confluencia,03665,074551,0,0,29,13,23,104,68,52
15,001,Confluencia,03665,074552,0,0,32,15,17,95,100,46
15,001,Confluencia,03665,074553,0,0,30,13,17,111,91,46
15,001,Confluencia,03665,074554,0,0,25,12,23,89,98,36
15,001,Confluencia,03665,074555,0,0,29,11,24,81,96,61
15,001,Confluencia,03665,074556,0,0,21,14,21,104,91,53
15,001,Confluencia,03665,074557,0,0,23,11,22,93,95,49
15,001,Confluencia,03665,074558,0,0,24,11,11,120,73,49
15,001,Confluencia,03665,074559,0,0,24,8,29,82,10,40
15,001,Confluencia,03665,074560,0,0,23,12,23,96,91,45
15,001,Confluencia,03665,074561,0,0,27,12,21,95,94,44
15,001,Confluencia,03665,074562,0,0,26,11,22,124,75,43
15,001,Confluencia,03665,074563,0,0,20,8,18,99,88,50
15,001,Confluencia,03665,074564,0,0,42,0,26,109,82,39
15,001,Confluencia,03665,074565,0,0,28,10,20,92,77,51
15,001,Confluencia,03665,074566,0,0,27,11,23,101,95,51
15,001,Confluencia,03665,074567,0,0,25,19,30,106,78,40
15,001,Confluencia,03665,074568,0,0,20,14,20,102,92,39
15,001,Confluencia,03665,074569,0,0,34,14,15,96,98,38
15,001,Confluencia,03665,074570,0,0,28,7,26,100,81,46
15,001,Confluencia,03665,074571,0,0,16,11,26,102,79,53
15,001,Confluencia,03665,074572,0,0,23,8,20,118,67,49
15,001,Confluencia,03665,074573,0,0,25,17,17,96,84,37
15,001,Confluencia,03665,074574,0,0,22,17,17,106,97,38
15,001,Confluencia,03665,074575,0,0,33,10,16,87,90,43
15,001,Confluencia,03665,074576,0,0,33,12,21,103,92,42
15,001,Confluencia,03665,074577,0,0,28,18,21,81,90,52
15,001,Confluencia,03665,074578,0,0,20,12,31,94,89,47
15,001,Confluencia,03665,074579,0,0,25,14,14,118,83,48
15,001,Confluencia,03665,074580,0,0,33,6,25,73,88,70
15,001,Confluencia,03665,074581,0,0,30,19,16,85,94,55
15,001,Confluencia,03665,074582,0,0,29,10,15,98,96,49
15,001,Confluencia,03665,074583,0,0,31,9,31,99,84,35
15,001,Confluencia,03665,074584,0,0,25,9,16,82,98,65
15,001,Confluencia,03665,074585,0,0,26,10,22,104,83,48
15,001,Confluencia,03665,074586,0,0,30,11,14,110,78,52
15,001,Confluencia,03665,074587,0,0,25,11,18,102,90,48
15,001,Confluencia,03665,074588,0,0,28,19,16,111,71,46
15,001,Confluencia,03665,074589,0,0,21,7,15,100,88,55
15,001,Confluencia,03665,074590,0,0,20,13,26,85,81,73
15,001,Confluencia,03665,074591,0,0,29,7,16,93,87,50
15,001,Confluencia,03665,074592,0,0,29,12,20,95,86,49
15,001,Confluencia,03665,074593,0,0,24,11,22,106,90,44
15,001,Confluencia,03665,074594,0,0,35,9,19,101,74,56
15,001,Confluencia,03665,074595,0,0,42,8,13,90,87,61
15,001,Confluencia,03665,074596,0,0,28,10,15,111,78,58
15,001,Confluencia,03665,074597,0,0,34,16,18,99,81,43
15,001,Confluencia,03665,074598,0,0,25,17,28,83,95,48
15,001,Confluencia,03665,074599,0,0,25,12,22,91,95,50
15,001,Confluencia,03665,074600,0,0,36,12,21,83,87,54
15,001,Confluencia,03665,074601,0,0,21,13,22,89,91,52
15,001,Confluencia,03665,074602,0,0,26,10,13,96,93,45
15,001,Confluencia,03665,074603,0,0,38,10,15,113,79,39
15,001,Confluencia,03665,074604,0,0,33,12,20,75,96,55
15,001,Confluencia,03665,074605,0,0,25,10,20,103,78,53
15,001,Confluencia,03665,074606,0,0,26,13,11,106,73,0
15,001,Confluencia,03665,074607,0,0,36,10,13,98,85,55
15,001,Confluencia,03665,074608,0,0,37,13,20,84,81,58
15,001,Confluencia,03665,074609,0,0,25,12,18,94,88,46
15,001,Confluencia,03665,074610,0,0,30,5,23,102,86,36
15,001,Confluencia,03665,074611,0,0,32,10,16,93,79,57
15,001,Confluencia,03665,074612,0,0,28,14,19,104,86,37
15,001,Confluencia,03665,074613,0,0,19,12,20,106,82,57
15,001,Confluencia,03665,074614,0,0,26,8,14,120,90,42
15,001,Confluencia,03665,074615,0,0,28,8,26,86,90,51
15,001,Confluencia,03665,074616,0,0,25,17,17,85,82,64
15,001,Confluencia,03665,074617,0,0,23,11,19,111,89,45
15,001,Confluencia,03665,074618,0,0,20,12,14,113,102,33
15,001,Confluencia,03665,074619,0,0,30,12,16,109,87,50
15,001,Confluencia,03665,074620,0,0,17,12,16,90,109,47
15,001,Confluencia,03665,074621,0,0,19,11,20,106,95,52
15,001,Confluencia,03665,074622,0,0,4,12,12,85,105,54
15,001,Confluencia,03665,074623,0,0,14,10,23,105,82,55
15,001,Confluencia,03665,074624,0,0,24,19,10,99,97,39
15,001,Confluencia,03665,074625,0,0,31,18,23,97,86,51
15,001,Confluencia,03665,074626,0,0,29,15,21,98,73,59
15,001,Confluencia,03665,074627,0,0,25,15,26,84,93,53
15,001,Confluencia,03665,074628,0,0,35,15,16,108,81,50
15,001,Confluencia,03665,074629,0,0,22,8,19,97,83,60
15,001,Confluencia,03665,074630,0,0,28,18,21,92,81,51
15,001,Confluencia,03665,074631,0,0,40,8,18,97,97,31
15,001,Confluencia,03665,074632,0,0,27,17,16,114,74,47
15,001,Confluencia,03665,074633,0,0,22,19,18,105,84,44
15,001,Confluencia,03665,074634,0,0,27,11,14,93,109,38
15,001,Confluencia,03665,074635,0,0,23,13,21,100,95,47
15,001,Confluencia,03665,101012,0,0,0,0,0,0,0,0
15,001,Confluencia,03665,101013,0,0,0,0,0,0,0,0
